Source	IslandID	TaxonOrig	GenusL69	SpeciesL69	SubspL69	SpeciesID	SubspID	Sex	Plumage	BodyL	WingL	TailL	BeakW	BeakH	LBeakL	UBeakL	N-UBkL	TarsusL	MToeL
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			74			13.7		19.1	13.7		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			73			13.4		17.3	12.5		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70					17.9	12.8		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			74			14.1		17.9	12.4		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			71			12.3		16.3	11.3		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			12.6		17.3	12.1		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			77			16.4		19.1	13.2		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			11.7		16.8	11.2		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			71					16.8	11.9		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			72			14.7		18.9	13.4		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			13.4		16.9	11.8		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			65			11.5		16.1	11.2		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			10.6		15.5	10.9		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			12.5		16.3	11.3		
Lack CAS	SCris_Chat	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			11.4		16.1	11.2		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		69			11.3		16	11		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		71			12.7		16.2	11.9		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		69			11.3		15.7	11		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		72			13.8		18	12.7		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		72			12.8		17.4	12.3		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		70			12.9		17.9	12.1		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		69			12.3		16.2	11.6		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		66			12.6		16.2	11		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			71			13.4		18.5	13.2		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			11.5		16	11		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			66			11.7		16	11.3		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			67			11.4		16	10.9		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			11.8		17.2	12.3		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			11.8		16	11		
Lack CAS	Esp_Hd	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			70			13		16.3	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		80			14.8		18.1	12.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		75			13.6		18.1	12.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12.2		17	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			12		16.3	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			12.3		16.5	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			12.3		16.8	12.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			12.8		16.3	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			12.4		15.4	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			12.9		17	12.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			11.9		16.1	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			12.5		16.5	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			11.5		16.2	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		75			11.5		15.7	10.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		77			14.1		20	14.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			11.4		16.1	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			11.5		15.4	10.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72						12.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			12.4		16.9	11.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			12		15.7	10.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		69			10.6		15.5	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			13		16.1	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12.8		16.5	11.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			12.1		15.9	11.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			13.9		17	11.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		74			14.4		18.7	12.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		75			14.2		19.5	14		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			10.8		15.4	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			12.5		16	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			12.5		16.2	11.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			11.5		15.9	11.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			11.8		15.9	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70					17	12.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		75			14.6		19.4	13.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			11		15.5	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			11.4		15.7	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		69			11.2		15.4	10.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			11.8		15.9	10.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12.6		17.1	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			11.8		17.3	10.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		68			12.1		17.8	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		75			13.7		18	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			13		17	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12		16.2	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			12.4		16.9	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		79			16.6		19.3	13.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		80			15.9		18.4	12.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		79			15.9		19.5	13.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		76			13.7		17.8	12.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		75					15.7	10.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			12.9		16.4	11.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		69			11.6		16.1	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12.4		16.4	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			11.8		16.5	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12.3		15.4	10.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		68			12		15.1	10.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			12.2		16.1	11.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		69			11.2		16.1	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12.3		16.8	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			12.7		17.3	12.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			12.4		16.1	11.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			13.8		17.4	12.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			11.8		16.4	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			11.8		16.1	11.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			11.5		16.5	11.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			12.2		16.4	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			12		16	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			12.1		15.5	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72					17.9	13		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			10.9		15.2	10.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		77			13.1		18.3	13.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			11.3		15.4	10.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			12.1		16.2	11.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			10.9		15.8	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			12.9		17.2	12.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			11.9		15.8	11.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			11.6		16.2	11.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			11.4		15.9	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70					16.3	12.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			12.3		15.8	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		75			14.6		19	13.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12.9		16.1	11.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			12.9		16.1	11.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			12.8		16.6	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12.1		16	11.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		77			14.3		17.8	12.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12.6		16.2	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			13.6		18.5	13.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		74			12.6		16.4	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		75			13		16.2	11.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			13.2		15.6	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		70			11.2		15.9	10.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			11.9		15.5	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black					11.6		15.2	10.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black					12.1		16.8	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black					12.1		15.9	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		72			12		16.4	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			12.5		16.9	11.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black					12.1		15.7	10.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black					12.2		16.2	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		69			11.9		16.7	11.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			11.8		14.9	10.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		73			12.6		16.7	11.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		71			11.7		16.8	11.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Black		75					16.3	11		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		71			12.6		17	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		69			11.9		17.4	11.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		78			14.5		18.6	12.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		75			13.8		18.4	12.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		78			14.5		18.2	13.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		76			16.3		18.9	12.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		74			14.3		18.5	12.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		67			10.2		15.4	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		72			12.1		18.2	13		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		71			13.3		18	12.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		70					14.2	9.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		74			14.5		17.6	12.5		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		72			12.2		16.3	11.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		70			12.3		17.1	12.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		64			11.2		15.9			
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		69			11.7		15.9	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		73			12		17.3	12.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		79			16		20.2	14		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		75			15.4		19.4	13.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		75			14.8		19	13.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		71			12.8		16.3	11.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		73			13.5		18	12.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		74			11.1		14.9	10.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		69			11.8		15.3	10.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		73			11.8		15.6	10.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		72			12.5		16.1	11.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		74			11.3		16.2	11.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		70			13.4		15.9	11.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		73			15.4		18.7	13.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		72			12.5		16.2	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		74			12.5		15.9	11.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		75			13.3		18.2	12.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		72			13.5		16.5	11.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		72					17.9	12.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		69			11.9		15.2	10.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		75					18.7	12.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		69			12.7		16.8	11.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		71			12		15.8	10.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		69					16.3	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		71			11.8		16.2	11.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black					12.8		17.2	12.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black					12.1		15.3	10.8		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black					11.9		16	10.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		72			11.8		15.9	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		70			12.3		16.2	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		75			11.9		16.1	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		71			11.9		15.2	10.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	P. black		70			11.3		16.9	11.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		66			11.9		16	10.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		67			11.1		14.7			
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		70			12		15.8			
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		69			11.7		15.1	10.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		70			12.1		16.6	11.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		68			12.8		16.4	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		74			13.5		16.8	12.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		70			11.7		15.8	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		70			10.8		14.9	10.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		69			12.6		16.9	11.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		68			12.1		16.1	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		75			15.3		19.4	14.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		70			12.1		16.9	12.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		68			11.8		16	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		71			11.7		15.5	11.2		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		70			11.8		16.4	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		74			12.1		16.6	11.6		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		76			13.5		16.3	12.9		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		72			14.1		18.2	13		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		73			13		16.8	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		70			12		15.4	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		70			10.7		14.1	10.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		71			11		16.7	11.7		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		71			12.2		16.3	11.3		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		70			11.8		17.1	12		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	M	Juv.		68			10.2		14.9	10.1		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			68			11.3		14.9	10.4		
Lack CAS	Flor_Chrl	Geospiza fortis	Geospiza	fortis		Geo.for	Geo.for	F			69			12.3		15.8	11.2		
